dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
07/06/2020,7,6,2020,20,1,Albania,AL,ALB,2866376,Europe
06/06/2020,6,6,2020,15,0,Albania,AL,ALB,2866376,Europe
05/06/2020,5,6,2020,13,0,Albania,AL,ALB,2866376,Europe
04/06/2020,4,6,2020,20,0,Albania,AL,ALB,2866376,Europe
03/06/2020,3,6,2020,21,0,Albania,AL,ALB,2866376,Europe
02/06/2020,2,6,2020,6,0,Albania,AL,ALB,2866376,Europe
01/06/2020,1,6,2020,15,0,Albania,AL,ALB,2866376,Europe
31/05/2020,31,5,2020,23,0,Albania,AL,ALB,2866376,Europe
30/05/2020,30,5,2020,23,0,Albania,AL,ALB,2866376,Europe
29/05/2020,29,5,2020,26,0,Albania,AL,ALB,2866376,Europe
28/05/2020,28,5,2020,21,0,Albania,AL,ALB,2866376,Europe
27/05/2020,27,5,2020,25,1,Albania,AL,ALB,2866376,Europe
26/05/2020,26,5,2020,6,0,Albania,AL,ALB,2866376,Europe
25/05/2020,25,5,2020,9,1,Albania,AL,ALB,2866376,Europe
24/05/2020,24,5,2020,8,0,Albania,AL,ALB,2866376,Europe
23/05/2020,23,5,2020,12,0,Albania,AL,ALB,2866376,Europe
22/05/2020,22,5,2020,5,0,Albania,AL,ALB,2866376,Europe
21/05/2020,21,5,2020,15,0,Albania,AL,ALB,2866376,Europe
20/05/2020,20,5,2020,1,0,Albania,AL,ALB,2866376,Europe
19/05/2020,19,5,2020,2,0,Albania,AL,ALB,2866376,Europe
18/05/2020,18,5,2020,13,0,Albania,AL,ALB,2866376,Europe
17/05/2020,17,5,2020,17,0,Albania,AL,ALB,2866376,Europe
16/05/2020,16,5,2020,18,0,Albania,AL,ALB,2866376,Europe
15/05/2020,15,5,2020,18,0,Albania,AL,ALB,2866376,Europe
14/05/2020,14,5,2020,4,0,Albania,AL,ALB,2866376,Europe
13/05/2020,13,5,2020,4,0,Albania,AL,ALB,2866376,Europe
12/05/2020,12,5,2020,4,0,Albania,AL,ALB,2866376,Europe
11/05/2020,11,5,2020,12,0,Albania,AL,ALB,2866376,Europe
10/05/2020,10,5,2020,6,0,Albania,AL,ALB,2866376,Europe
09/05/2020,9,5,2020,8,0,Albania,AL,ALB,2866376,Europe
08/05/2020,8,5,2020,10,0,Albania,AL,ALB,2866376,Europe
07/05/2020,7,5,2020,12,0,Albania,AL,ALB,2866376,Europe
06/05/2020,6,5,2020,17,0,Albania,AL,ALB,2866376,Europe
05/05/2020,5,5,2020,8,0,Albania,AL,ALB,2866376,Europe
04/05/2020,4,5,2020,6,0,Albania,AL,ALB,2866376,Europe
03/05/2020,3,5,2020,7,0,Albania,AL,ALB,2866376,Europe
02/05/2020,2,5,2020,9,0,Albania,AL,ALB,2866376,Europe
01/05/2020,1,5,2020,7,0,Albania,AL,ALB,2866376,Europe
30/04/2020,30,4,2020,16,1,Albania,AL,ALB,2866376,Europe
29/04/2020,29,4,2020,14,2,Albania,AL,ALB,2866376,Europe
28/04/2020,28,4,2020,10,0,Albania,AL,ALB,2866376,Europe
27/04/2020,27,4,2020,14,1,Albania,AL,ALB,2866376,Europe
26/04/2020,26,4,2020,34,0,Albania,AL,ALB,2866376,Europe
25/04/2020,25,4,2020,15,0,Albania,AL,ALB,2866376,Europe
24/04/2020,24,4,2020,29,0,Albania,AL,ALB,2866376,Europe
23/04/2020,23,4,2020,25,1,Albania,AL,ALB,2866376,Europe
22/04/2020,22,4,2020,25,0,Albania,AL,ALB,2866376,Europe
21/04/2020,21,4,2020,22,0,Albania,AL,ALB,2866376,Europe
20/04/2020,20,4,2020,14,0,Albania,AL,ALB,2866376,Europe
19/04/2020,19,4,2020,9,0,Albania,AL,ALB,2866376,Europe
18/04/2020,18,4,2020,21,0,Albania,AL,ALB,2866376,Europe
17/04/2020,17,4,2020,24,1,Albania,AL,ALB,2866376,Europe
16/04/2020,16,4,2020,19,1,Albania,AL,ALB,2866376,Europe
15/04/2020,15,4,2020,8,1,Albania,AL,ALB,2866376,Europe
14/04/2020,14,4,2020,21,0,Albania,AL,ALB,2866376,Europe
13/04/2020,13,4,2020,13,0,Albania,AL,ALB,2866376,Europe
12/04/2020,12,4,2020,17,0,Albania,AL,ALB,2866376,Europe
11/04/2020,11,4,2020,7,0,Albania,AL,ALB,2866376,Europe
10/04/2020,10,4,2020,9,1,Albania,AL,ALB,2866376,Europe
09/04/2020,9,4,2020,17,0,Albania,AL,ALB,2866376,Europe
08/04/2020,8,4,2020,6,0,Albania,AL,ALB,2866376,Europe
07/04/2020,7,4,2020,16,1,Albania,AL,ALB,2866376,Europe
06/04/2020,6,4,2020,28,2,Albania,AL,ALB,2866376,Europe
05/04/2020,5,4,2020,29,2,Albania,AL,ALB,2866376,Europe
04/04/2020,4,4,2020,27,1,Albania,AL,ALB,2866376,Europe
03/04/2020,3,4,2020,18,1,Albania,AL,ALB,2866376,Europe
02/04/2020,2,4,2020,16,0,Albania,AL,ALB,2866376,Europe
01/04/2020,1,4,2020,20,3,Albania,AL,ALB,2866376,Europe
31/03/2020,31,3,2020,11,2,Albania,AL,ALB,2866376,Europe
30/03/2020,30,3,2020,15,0,Albania,AL,ALB,2866376,Europe
29/03/2020,29,3,2020,11,1,Albania,AL,ALB,2866376,Europe
28/03/2020,28,3,2020,12,3,Albania,AL,ALB,2866376,Europe
27/03/2020,27,3,2020,28,1,Albania,AL,ALB,2866376,Europe
26/03/2020,26,3,2020,23,0,Albania,AL,ALB,2866376,Europe
25/03/2020,25,3,2020,23,1,Albania,AL,ALB,2866376,Europe
24/03/2020,24,3,2020,11,2,Albania,AL,ALB,2866376,Europe
23/03/2020,23,3,2020,13,0,Albania,AL,ALB,2866376,Europe
22/03/2020,22,3,2020,6,0,Albania,AL,ALB,2866376,Europe
21/03/2020,21,3,2020,0,0,Albania,AL,ALB,2866376,Europe
20/03/2020,20,3,2020,11,0,Albania,AL,ALB,2866376,Europe
19/03/2020,19,3,2020,4,1,Albania,AL,ALB,2866376,Europe
18/03/2020,18,3,2020,4,0,Albania,AL,ALB,2866376,Europe
17/03/2020,17,3,2020,9,0,Albania,AL,ALB,2866376,Europe
16/03/2020,16,3,2020,4,0,Albania,AL,ALB,2866376,Europe
15/03/2020,15,3,2020,5,0,Albania,AL,ALB,2866376,Europe
14/03/2020,14,3,2020,10,0,Albania,AL,ALB,2866376,Europe
13/03/2020,13,3,2020,12,0,Albania,AL,ALB,2866376,Europe
12/03/2020,12,3,2020,1,1,Albania,AL,ALB,2866376,Europe
11/03/2020,11,3,2020,4,0,Albania,AL,ALB,2866376,Europe
10/03/2020,10,3,2020,4,0,Albania,AL,ALB,2866376,Europe
09/03/2020,9,3,2020,2,0,Albania,AL,ALB,2866376,Europe
14/06/2020,14,6,2020,112,9,Algeria,DZ,DZA,42228429,Africa
13/06/2020,13,6,2020,109,10,Algeria,DZ,DZA,42228429,Africa
12/06/2020,12,6,2020,105,9,Algeria,DZ,DZA,42228429,Africa
11/06/2020,11,6,2020,102,8,Algeria,DZ,DZA,42228429,Africa
10/06/2020,10,6,2020,117,9,Algeria,DZ,DZA,42228429,Africa
09/06/2020,9,6,2020,111,8,Algeria,DZ,DZA,42228429,Africa
08/06/2020,8,6,2020,104,9,Algeria,DZ,DZA,42228429,Africa
07/06/2020,7,6,2020,115,8,Algeria,DZ,DZA,42228429,Africa
06/06/2020,6,6,2020,104,9,Algeria,DZ,DZA,42228429,Africa
05/06/2020,5,6,2020,205,14,Algeria,DZ,DZA,42228429,Africa
04/06/2020,4,6,2020,0,0,Algeria,DZ,DZA,42228429,Africa
03/06/2020,3,6,2020,113,6,Algeria,DZ,DZA,42228429,Africa
02/06/2020,2,6,2020,119,8,Algeria,DZ,DZA,42228429,Africa
01/06/2020,1,6,2020,127,7,Algeria,DZ,DZA,42228429,Africa
31/05/2020,31,5,2020,133,8,Algeria,DZ,DZA,42228429,Africa
30/05/2020,30,5,2020,137,8,Algeria,DZ,DZA,42228429,Africa
29/05/2020,29,5,2020,140,7,Algeria,DZ,DZA,42228429,Africa
28/05/2020,28,5,2020,160,6,Algeria,DZ,DZA,42228429,Africa
27/05/2020,27,5,2020,194,8,Algeria,DZ,DZA,42228429,Africa
26/05/2020,26,5,2020,197,9,Algeria,DZ,DZA,42228429,Africa
25/05/2020,25,5,2020,193,8,Algeria,DZ,DZA,42228429,Africa
24/05/2020,24,5,2020,195,10,Algeria,DZ,DZA,42228429,Africa
23/05/2020,23,5,2020,190,7,Algeria,DZ,DZA,42228429,Africa
22/05/2020,22,5,2020,186,7,Algeria,DZ,DZA,42228429,Africa
21/05/2020,21,5,2020,165,7,Algeria,DZ,DZA,42228429,Africa
20/05/2020,20,5,2020,176,6,Algeria,DZ,DZA,42228429,Africa
19/05/2020,19,5,2020,182,7,Algeria,DZ,DZA,42228429,Africa
18/05/2020,18,5,2020,198,6,Algeria,DZ,DZA,42228429,Africa
17/05/2020,17,5,2020,192,6,Algeria,DZ,DZA,42228429,Africa
16/05/2020,16,5,2020,187,7,Algeria,DZ,DZA,42228429,Africa
15/05/2020,15,5,2020,189,7,Algeria,DZ,DZA,42228429,Africa
14/05/2020,14,5,2020,186,7,Algeria,DZ,DZA,42228429,Africa
13/05/2020,13,5,2020,176,8,Algeria,DZ,DZA,42228429,Africa
12/05/2020,12,5,2020,168,5,Algeria,DZ,DZA,42228429,Africa
11/05/2020,11,5,2020,165,8,Algeria,DZ,DZA,42228429,Africa
10/05/2020,10,5,2020,189,6,Algeria,DZ,DZA,42228429,Africa
09/05/2020,9,5,2020,187,5,Algeria,DZ,DZA,42228429,Africa
08/05/2020,8,5,2020,185,7,Algeria,DZ,DZA,42228429,Africa
07/05/2020,7,5,2020,159,6,Algeria,DZ,DZA,42228429,Africa
06/05/2020,6,5,2020,190,5,Algeria,DZ,DZA,42228429,Africa
05/05/2020,5,5,2020,174,2,Algeria,DZ,DZA,42228429,Africa
04/05/2020,4,5,2020,179,4,Algeria,DZ,DZA,42228429,Africa
03/05/2020,3,5,2020,141,6,Algeria,DZ,DZA,42228429,Africa
02/05/2020,2,5,2020,148,3,Algeria,DZ,DZA,42228429,Africa
01/05/2020,1,5,2020,158,6,Algeria,DZ,DZA,42228429,Africa
30/04/2020,30,4,2020,199,7,Algeria,DZ,DZA,42228429,Africa
29/04/2020,29,4,2020,132,5,Algeria,DZ,DZA,42228429,Africa
28/04/2020,28,4,2020,135,7,Algeria,DZ,DZA,42228429,Africa
27/04/2020,27,4,2020,126,6,Algeria,DZ,DZA,42228429,Africa
26/04/2020,26,4,2020,129,4,Algeria,DZ,DZA,42228429,Africa
25/04/2020,25,4,2020,120,8,Algeria,DZ,DZA,42228429,Africa
24/04/2020,24,4,2020,97,5,Algeria,DZ,DZA,42228429,Africa
23/04/2020,23,4,2020,99,10,Algeria,DZ,DZA,42228429,Africa
22/04/2020,22,4,2020,93,8,Algeria,DZ,DZA,42228429,Africa
21/04/2020,21,4,2020,89,9,Algeria,DZ,DZA,42228429,Africa
20/04/2020,20,4,2020,94,8,Algeria,DZ,DZA,42228429,Africa
19/04/2020,19,4,2020,117,3,Algeria,DZ,DZA,42228429,Africa
18/04/2020,18,4,2020,150,16,Algeria,DZ,DZA,42228429,Africa
17/04/2020,17,4,2020,108,12,Algeria,DZ,DZA,42228429,Africa
16/04/2020,16,4,2020,90,11,Algeria,DZ,DZA,42228429,Africa
15/04/2020,15,4,2020,87,12,Algeria,DZ,DZA,42228429,Africa
14/04/2020,14,4,2020,69,20,Algeria,DZ,DZA,42228429,Africa
13/04/2020,13,4,2020,89,18,Algeria,DZ,DZA,42228429,Africa
12/04/2020,12,4,2020,64,19,Algeria,DZ,DZA,42228429,Africa
11/04/2020,11,4,2020,95,21,Algeria,DZ,DZA,42228429,Africa
10/04/2020,10,4,2020,94,30,Algeria,DZ,DZA,42228429,Africa
09/04/2020,9,4,2020,104,12,Algeria,DZ,DZA,42228429,Africa
08/04/2020,8,4,2020,45,20,Algeria,DZ,DZA,42228429,Africa
07/04/2020,7,4,2020,103,21,Algeria,DZ,DZA,42228429,Africa
06/04/2020,6,4,2020,69,22,Algeria,DZ,DZA,42228429,Africa
05/04/2020,5,4,2020,80,25,Algeria,DZ,DZA,42228429,Africa
04/04/2020,4,4,2020,185,42,Algeria,DZ,DZA,42228429,Africa
03/04/2020,3,4,2020,139,5,Algeria,DZ,DZA,42228429,Africa
02/04/2020,2,4,2020,131,14,Algeria,DZ,DZA,42228429,Africa
01/04/2020,1,4,2020,132,9,Algeria,DZ,DZA,42228429,Africa
31/03/2020,31,3,2020,73,4,Algeria,DZ,DZA,42228429,Africa
30/03/2020,30,3,2020,57,2,Algeria,DZ,DZA,42228429,Africa
29/03/2020,29,3,2020,45,3,Algeria,DZ,DZA,42228429,Africa
28/03/2020,28,3,2020,42,1,Algeria,DZ,DZA,42228429,Africa
27/03/2020,27,3,2020,65,4,Algeria,DZ,DZA,42228429,Africa
26/03/2020,26,3,2020,38,2,Algeria,DZ,DZA,42228429,Africa
25/03/2020,25,3,2020,34,2,Algeria,DZ,DZA,42228429,Africa
24/03/2020,24,3,2020,29,0,Algeria,DZ,DZA,42228429,Africa
23/03/2020,23,3,2020,62,2,Algeria,DZ,DZA,42228429,Africa
22/03/2020,22,3,2020,37,5,Algeria,DZ,DZA,42228429,Africa
21/03/2020,21,3,2020,12,3,Algeria,DZ,DZA,42228429,Africa
20/03/2020,20,3,2020,18,1,Algeria,DZ,DZA,42228429,Africa
19/03/2020,19,3,2020,12,1,Algeria,DZ,DZA,42228429,Africa
18/03/2020,18,3,2020,2,1,Algeria,DZ,DZA,42228429,Africa
17/03/2020,17,3,2020,10,0,Algeria,DZ,DZA,42228429,Africa
16/03/2020,16,3,2020,11,2,Algeria,DZ,DZA,42228429,Africa
15/03/2020,15,3,2020,11,0,Algeria,DZ,DZA,42228429,Africa
14/03/2020,14,3,2020,1,1,Algeria,DZ,DZA,42228429,Africa
13/03/2020,13,3,2020,5,1,Algeria,DZ,DZA,42228429,Africa
12/03/2020,12,3,2020,0,0,Algeria,DZ,DZA,42228429,Africa
09/03/2020,9,3,2020,3,0,Algeria,DZ,DZA,42228429,Africa
06/03/2020,6,3,2020,5,0,Algeria,DZ,DZA,42228429,Africa
05/03/2020,5,3,2020,7,0,Algeria,DZ,DZA,42228429,Africa
04/03/2020,4,3,2020,2,0,Algeria,DZ,DZA,42228429,Africa
02/03/2020,2,3,2020,0,0,Algeria,DZ,DZA,42228429,Africa
01/03/2020,1,3,2020,2,0,Algeria,DZ,DZA,42228429,Africa
29/02/2020,29,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
